year,month,day,project,location,gear,vessel,tow.number,preservation,zone,lat,long,secteur,station,crab.number,sex,condition,reproductive.status,carapace.width,abdomen.width,crab weight,egg.color,gonad.color,gonad.weight,eggs.remaining,sample.egg.weight, sample egg.count,total.egg.weight,total egg count,missing.legs.left,missing.legs.right,spermatheca.weight,spermatheca.volume,sperm.square.count,sperm.sample.volume,sperm.sample.count,sperm.color,spermatheca.#sperm,egg.development,Egg comment,parasite,eggs.dropped,eggs.valid,comment,poids hepato,Sperm.points noires,Proteines,Egg L,Egg a,Egg b,Eggs vis,Gon L,Gon a,Gon b,Gon vis,Hep L,Hep a,Hep b,Hep vis
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,225,2,,,60.64,41.62,,,,,,0.0289,500,3.1850,55103.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,226,2,,,58.38,40.77,,,,,,0.0329,500,3.0665,46603.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,227,2,,,68.46,48.69,,,,,,0.0302,500,4.2497,70359.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,228,2,,,66.23,46.83,,,,,,0.0336,500,4.4251,65849.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,229,2,,,63.85,43.85,,,,,,0.0300,500,3.5356,58926.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,230,2,,,70.59,47.54,,,,,,0.0230,500,4.7863,104050.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,231,2,,,72.46,48.24,,,,,,0.0297,500,4.4552,75003.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,232,2,,,61.71,41.37,,,,,,0.0311,500,3.2754,52659.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,233,2,,,60.45,42.58,,,,,,0.0326,500,3.3079,50734.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,234,2,,,61.84,40.25,,,,,,0.0308,500,3.3869,54982.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,235,2,,,57.23,40.34,,,,,,0.0291,500,2.5718,44189.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,236,2,,,62.77,45.14,,,,,,0.0334,500,3.6782,55062.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,237,2,,,64.32,45.06,,,,,,0.0320,500,3.9138,61153.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,238,2,,,58.11,39.32,,,,,,0.0321,500,2.8283,44054.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,239,2,,,63.07,43.55,,,,,,0.0315,500,3.0966,49152.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,240,2,,,59.06,39.64,,,,,,0.0309,500,3.0862,49938.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,241,2,,,55.00,36.19,,,,,,0.0273,500,1.4424,26417.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,242,2,,,64.36,46.13,,,,,,0.0296,500,4.0014,67591.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,243,2,,,57.24,39.69,,,,,,0.0323,500,2.6146,40473.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,244,2,,,62.55,42.80,,,,,,0.0312,500,3.7915,60761.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,245,2,,,65.17,46.47,,,,,,0.0330,500,3.9242,59457.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,246,2,,,62.34,43.50,,,,,,0.0338,500,3.3288,49242.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,247,2,,,58.48,40.95,,,,,,0.0296,500,1.6859,28478.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,248,2,,,68.79,47.89,,,,,,0.0300,500,3.9376,65626.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,249,2,,,63.58,42.79,,,,,,0.0331,500,3.8995,58904.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,250,2,,,67.48,47.51,,,,,,0.0324,500,4.6488,71740.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,251,2,,m,68.92,48.94,,,,,100,0.0328,500,4.4738,68198.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,252,2,,m,56.29,38.65,,,,,100,0.0324,500,3.2131,49584.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,253,2,,m,59.74,42.39,,,,,100,0.0299,500,2.5136,42033.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,254,2,,m,56.18,43.01,,,,,100,0.0313,500,2.5543,40803.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,255,2,,m,68.83,47.60,,,,,100,0.0325,500,4.5140,69446.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,256,2,,m,61.80,43.93,,,,,100,0.0325,500,3.5628,54812.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,257,2,,m,58.41,41.12,,,,,100,0.0295,500,2.4906,42213.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,258,2,,m,67.77,47.90,,,,,100,0.0298,500,4.3515,73011.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,259,2,,m,62.60,45.71,,,,,100,0.0317,500,4.0238,63466.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,260,2,,m,53.71,38.07,,,,,100,0.0279,500,2.4340,43620.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,27,Fecondite (Francois),,,,7,Frozen,12,,,4,,261,2,,m,60.36,43.70,,,,,100,0.0301,500,3.2360,53754.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,263,2,,m,56.02,41.02,,,,,100,0.0315,500,2.3128,36711.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,264,2,,m,54.46,36.42,,,,,100,0.0282,500,1.7123,30359.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,265,2,,m,59.99,44.43,,,,,100,0.0308,500,3.3855,54959.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,266,2,,m,67.77,46.80,,,,,100,0.0296,500,3.7450,63260.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,267,2,,m,57.00,39.16,,,,,100,0.0283,500,1.2866,22731.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,268,2,,m,51.57,38.64,,,,,100,0.0323,500,1.9657,30428.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,269,2,,m,51.14,36.29,,,,,100,0.0350,500,1.9017,27167.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,270,2,,m,66.72,45.51,,,,,80,0.0243,500,1.8985,39063.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,271,2,,m,54.34,38.99,,,,,100,0.0331,500,2.3997,36249.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,272,2,,m,63.38,44.28,,,,,75,0.0276,500,2.0497,37132.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,273,2,,m,58.40,40.45,,,,,100,0.0291,500,1.7598,30237.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,274,2,,m,59.79,43.71,,,,,100,0.0267,500,1.6580,31048.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,275,2,,m,68.96,50.13,,,,,100,0.0315,500,3.6127,57344.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,276,2,,m,72.48,49.08,,,,,100,0.0264,500,3.5614,67450.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,277,2,,m,50.00,35.14,,,,,100,0.0279,500,1.5021,26919.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,278,2,,m,52.00,36.99,,,,,100,0.0327,500,1.8244,27896.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,279,2,,m,63.85,43.37,,,,,100,0.0321,500,3.0449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,280,2,,m,60.33,41.27,,,,,100,0.0329,500,2.1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,281,2,,m,55.96,40.00,,,,,100,0.0346,500,1.6664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,282,2,,m,62.96,42.23,,,,,75,0.0266,500,1.7601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,283,2,,m,55.83,39.83,,,,,100,0.0289,500,2.0326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,284,2,,m,59.08,39.75,,,,,100,0.0272,500,2.3802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,285,2,,m,49.25,33.97,,,,,100,0.0280,500,1.6336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,286,2,,m,63.10,43.03,,,,,100,0.0277,500,2.9682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,287,2,,m,63.43,46.12,,,,,100,0.0298,500,3.2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,288,2,,m,58.52,42.47,,,,,100,0.0299,500,1.7840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,289,2,,m,46.47,31.95,,,,,100,0.0282,500,1.1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,290,2,,m,64.59,45.00,,,,,100,0.0287,500,2.6020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,291,2,,m,56.42,38.58,,,,,100,0.0311,500,2.3970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,292,2,,m,54.85,37.97,,,,,100,0.0358,500,2.0862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,293,2,,m,71.29,50.65,,,,,100,0.0329,500,4.6729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,294,2,,m,53.38,37.96,,,,,100,0.0321,500,2.0984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,295,2,,m,56.77,41.77,,,,,90,0.0295,500,2.1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,296,2,,m,63.35,44.44,,,,,90,0.0292,500,2.7322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,297,2,,m,50.88,37.10,,,,,90,0.0293,500,1.3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,298,2,,m,62.58,43.65,,,,,90,0.0332,500,2.5124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,299,2,,m,63.01,42.02,,,,,90,0.0263,500,2.5399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,300,2,,m,47.22,31.42,,,,,50,0.0278,500,0.2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,301,2,,m,54.34,36.70,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,302,2,,m,70.95,48.25,,,,,90,0.0289,500,3.3366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,303,2,,m,78.23,54.31,,,,,90,0.0344,500,3.2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,304,2,,m,58.93,40.06,,,,,100,,,echape(K),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,305,2,,m,53.49,38.50,,,,,95,0.0269,500,1.8043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,306,2,,m,56.91,40.18,,,,,100,0.0297,500,2.1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,307,2,,m,60.74,44.28,,,,,100,0.0313,500,2.3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,308,2,,m,61.31,45.21,,,,,90,0.0270,500,2.3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,309,2,,m,59.79,44.81,,,,,95,0.0229,500,2.5830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,310,2,,m,61.44,42.41,,,,,95,0.0276,500,1.9265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,311,2,,m,60.44,42.45,,,,,90,0.0293,500,1.8558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,312,2,,m,78.73,54.56,,,,,100,0.0321,500,5.9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,313,2,,m,62.39,43.66,,,,,100,0.0316,500,2.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,314,2,,m,61.68,41.28,,,,,90,0.0293,500,1.8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,315,2,,m,58.52,41.60,,,,,100,0.0295,500,2.5097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,316,2,,m,66.23,47.66,,,,,60,0.0225,500,0.6503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,317,2,,m,57.77,40.55,,,,,100,0.0266,500,2.4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,318,2,,m,59.52,40.11,,,,,100,0.0284,500,1.8758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,319,2,,m,50.97,33.15,,,,,100,0.0255,500,1.2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,320,2,,m,52.04,37.13,,,,,100,0.0284,500,1.7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,321,2,,m,52.92,36.59,,,,,100,0.0255,500,1.4880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,322,2,,m,70.41,48.90,,,,,100,0.0293,500,4.2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,323,2,,m,46.75,32.44,,,,,100,0.0296,500,1.3948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,324,2,,m,65.67,45.73,,,,,100,0.0255,500,1.8034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,325,2,,m,61.93,42.53,,,,,90,0.0233,500,1.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,326,2,,m,73.98,53.32,,,,,90,0.0394,500,4.1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,327,2,,m,58.40,44.50,,,,,100,0.0324,500,2.4494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,328,2,,m,48.87,36.58,,,,,100,0.0299,500,1.5178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,329,2,,m,59.98,46.61,,,,,100,0.0281,500,2.5283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,330,2,,m,56.29,41.48,,,,,100,0.0330,500,2.5313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,331,2,,m,54.75,39.32,,,,,90,0.0331,500,1.5760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,332,2,,m,55.30,38.90,,,,,100,0.0294,500,2.1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,333,2,,m,54.64,40.27,,,,,100,0.0286,500,1.3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,334,2,,m,61.12,44.96,,,,,100,0.0272,500,2.1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,335,2,,m,63.65,45.39,,,,,100,0.0282,500,2.7828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,336,2,,m,49.02,35.00,,,,,100,0.0278,500,1.5680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,337,2,,m,68.24,46.43,,,,,100,0.0271,500,2.9067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,338,2,,m,60.64,41.52,,,,,85,0.0267,500,1.8406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,339,2,,m,65.91,45.57,,,,,100,0.0289,500,3.3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,340,2,,m,58.59,42.75,,,,,100,0.0276,500,3.0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,29,Fecondite (Francois),,,,6,Frozen,12,,,1,,341,2,,m,47.79,34.51,,,,,100,0.0274,500,1.2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,197,2,,,64.25,43.92,,,,,,0.032,500,3.7899,59217.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,198,2,,,63.13,44.63,,,,,,0.0293,500,3.0095,51356.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,199,2,,,68.48,47.46,,,,,,0.0318,500,3.9791,62564.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,200,2,,,62.47,43.32,,,,,,0.0308,500,2.8432,46155.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,201,2,,,58.38,41.99,,,,,,0.0285,500,2.5071,43984.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,202,2,,,66.58,47.75,,,,,,0.0330,500,3.9756,60236.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,203,2,,,63.97,45.83,,,,,,0.0295,500,3.8947,66011.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,204,2,,,56.48,39.97,,,,,,0.0300,500,2.4965,41608.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,205,2,,,71.82,50.97,,,,,,0.0278,500,4.3433,78116.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,206,2,,,80.64,54.98,,,,,,0.0288,500,7.7582,134690.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,207,2,,,72.65,47.34,,,,,,0.0283,500,2.9625,52340.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,208,2,,,68.45,48.41,,,,,,0.0309,500,4.1911,67817.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,209,2,,,66.02,46.14,,,,,,0.0311,500,3.8535,61953.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,210,2,,,71.14,49.6,,,,,,0.0293,500,4.1739,71226.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,211,2,,,77.72,53.71,,,,,,0.0335,500,5.4563,81437.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,30,Fecondite (Francois),,,,10,Frozen,12,,,1,,212,2,,,68.06,47.87,,,,,,0.0347,500,4.2412,61112.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,2,Fecondite (Francois),,,,8,Frozen,12,,,2,,528,2,,m,59.21,40.24,,OF,,,100,0.0396,500,2.7291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,2,Fecondite (Francois),,,,8,Frozen,12,,,2,,529,2,,m,61.60,44.38,,OF,,,100,0.0920,500,3.1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,2,Fecondite (Francois),,,,8,Frozen,12,,,2,,530,2,,m,55.67,37.54,,OF,,,100,0.0287,500,1.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,2,Fecondite (Francois),,,,8,Frozen,12,,,2,,531,2,,m,59.65,42.85,,OF,,,100,0.0267,500,1.7938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,2,Fecondite (Francois),,,,8,Frozen,12,,,2,,532,2,,m,61.34,43.98,,OF,,,100,0.0286,500,1.9831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
